Symbol	Bader_receptor	FANTOM5_receptor	CellTalk_receptor	Bader_ligand	FANTOM5_ligand	CellTalk_ligand
Olfr750	1	0	0	0	0	0
Tac4	0	0	0	0	0	1
Vmn1r237	1	0	0	0	0	0
Podxl2	0	0	0	0	1	1
Retn	0	0	0	1	0	1
Atp1a3	0	1	1	0	0	0
Cx3cl1	0	0	0	1	1	1
Plxna4	1	1	1	0	0	0
Adamdec1	0	0	0	1	0	0
Pon1	0	0	0	1	0	0
Pon3	0	0	0	1	0	0
Pon2	0	0	0	1	1	1
Acrbp	0	0	0	1	0	0
Angpt2	0	0	0	1	1	1
S100a10	0	0	0	0	0	1
Thy1	1	0	1	0	0	0
Angpt1	0	0	0	1	1	1
Cysltr2	1	0	0	0	0	0
S100a14	0	0	0	1	0	0
Angpt4	0	0	0	1	1	1
Dpep3	1	0	0	0	0	0
Dhrsx	0	0	0	1	0	0
Hyou1	0	0	0	1	0	0
Apobr	1	0	1	0	0	0
Ceacam1	0	0	0	0	0	1
Epo	0	0	0	1	1	1
Olfr1414	1	0	0	0	0	0
Dkkl1	0	0	0	1	0	0
Guca2a	0	0	0	1	1	1
Gabbr1	1	0	0	0	0	0
Gabbr2	1	1	0	0	0	0
Boc	0	1	0	0	0	0
Olfml2a	0	0	0	1	0	0
Cxcl13	0	0	0	1	1	1
Osm	0	0	0	1	1	1
Sv2a	1	0	0	0	0	0
Cfc1	0	0	0	1	0	0
Hspa13	0	0	0	1	0	0
Olfr802	1	0	0	0	0	0
Olfr803	1	0	0	0	0	0
Olfr804	1	0	0	0	0	0
Entpd2	0	0	0	0	0	0
Entpd1	0	0	0	0	0	0
Avpr2	1	1	1	0	0	0
Ambp	0	0	0	1	0	0
Ambn	0	0	0	1	0	0
Tor1a	0	0	0	1	0	0
Olfr1257	1	0	0	0	0	0
Olfr1256	1	0	0	0	0	0
Olfr1255	1	0	0	0	0	0
Fibin	0	0	0	1	0	0
Gm15448	1	0	0	0	0	0
Il1rl2	1	1	1	0	0	0
Comp	0	0	0	1	0	1
Prdx5	0	0	0	1	0	0
Prdx4	0	0	0	1	0	0
Mrgprd	1	0	0	0	0	0
Mst1	0	0	0	1	1	1
Mrgprf	1	0	0	0	0	0
Mrgprg	1	0	0	0	0	0
Tyrobp	0	1	1	1	0	0
Panx1	1	0	0	0	0	0
Robo3	0	1	1	0	0	0
Loxl1	0	0	0	1	0	0
Loxl2	1	0	0	1	0	0
Vdr	1	0	0	0	0	0
Loxl4	1	0	0	1	0	0
Glra3	1	0	0	0	0	0
Glra2	1	0	0	0	0	0
Glra1	1	0	0	0	0	0
Hhla1	0	0	0	1	0	0
Glra4	1	0	0	0	0	0
Hspa1b	0	0	0	0	0	1
Hspa1a	0	0	0	0	1	0
Mcoln1	1	0	0	0	0	0
Ifngr1	1	1	1	0	0	0
Ifngr2	1	1	1	0	0	0
Man2b2	0	0	0	1	0	0
Ms4a2	1	0	0	0	0	0
Ms4a1	1	0	0	0	0	0
Btnl2	1	0	0	0	0	0
Akp3	1	0	0	0	0	0
Ccl28	0	0	0	1	1	1
Mstn	0	0	0	1	1	1
Ccl20	0	0	0	1	1	1
Ccl22	0	0	0	1	1	1
Ccl25	0	0	0	1	1	1
Ccl24	0	0	0	1	1	1
Ccl26	0	0	0	0	0	1
Nyx	0	0	0	1	0	0
Lnx2	0	0	0	0	0	1
Wnt10a	0	0	0	1	0	1
Wnt10b	0	0	0	1	0	1
Cilp2	0	0	0	1	0	0
Cd8a	1	0	1	0	0	0
Acvr1c	1	1	1	0	0	0
Gpr45	1	0	0	0	0	0
Icosl	1	0	0	0	0	1
Fcrl5	1	0	0	0	0	0
Trpm8	1	0	0	0	0	0
Adgra1	1	0	0	0	0	0
Scara5	1	0	0	0	0	0
Smc3	0	0	0	0	0	0
Pla1a	0	0	0	1	0	0
Xcl1	0	0	0	1	1	1
Mag	1	1	1	0	0	0
Edn1	0	0	0	1	1	1
Edn3	0	0	0	1	1	1
Edn2	0	0	0	1	1	1
Tgfa	0	0	0	1	1	1
Gpr37l1	1	1	1	0	0	0
Il23a	0	0	0	1	1	1
Metrn	0	0	0	1	0	0
Grik1	1	0	0	0	0	0
Grik2	1	0	0	0	0	0
Grik3	1	0	0	0	0	0
Grik4	1	0	0	0	0	0
Grik5	1	0	0	0	0	0
Cask	0	0	0	0	0	0
Nxpe3	0	0	0	1	0	0
Nxpe4	0	0	0	1	0	0
Il23r	1	1	1	0	0	0
Casr	1	0	1	0	0	0
Slamf6	1	0	0	0	0	0
Olfr832	1	0	0	0	0	0
Podnl1	0	0	0	1	0	0
Coch	0	0	0	1	0	0
Lgi4	0	0	0	1	0	0
Aplnr	1	1	1	0	0	0
Tinagl1	1	0	0	1	0	0
Tlr9	1	1	1	0	0	0
Il6st	1	1	1	0	0	0
Ar	1	0	0	0	0	0
Hcrtr1	1	1	1	0	0	0
Hcrtr2	1	1	1	0	0	0
Dpp4	1	1	1	0	0	0
Prl8a2	0	0	0	0	0	1
Dpp6	1	0	0	0	0	0
Lgi1	0	0	0	1	0	0
Sell	0	1	1	0	0	0
Gip	0	0	0	1	1	1
Olfml1	0	0	0	1	0	0
Islr	0	0	0	1	0	0
Olfml3	0	0	0	1	0	0
Rgr	1	0	0	0	0	0
Adck1	0	0	0	1	0	0
Bola1	0	0	0	1	0	0
Pkdcc	0	0	0	1	0	0
Cyb5d2	0	0	0	1	0	0
Serpinf1	0	0	0	0	0	0
Oprd1	1	1	1	0	0	0
S100a4	0	0	0	1	0	1
Clec18a	0	0	0	1	0	0
Pdgfb	0	0	0	1	1	1
Spink14	0	0	0	1	0	0
Spink13	0	0	0	1	0	0
Efhb	0	0	0	0	0	0
Col5a2	0	0	0	1	1	0
Alcam	1	0	1	0	0	0
Nog	0	0	0	1	0	0
Lgals3	0	0	0	0	0	1
Sbspon	1	0	0	1	0	0
Izumo1r	1	0	1	0	0	0
Col5a1	0	0	0	1	1	0
Slamf9	1	0	0	0	0	0
Slamf8	1	0	0	0	0	0
Slamf7	1	0	0	0	0	0
Cd226	1	0	0	0	0	0
Clca1	0	0	0	1	0	0
Slamf1	1	0	0	0	0	0
Ptpn6	0	0	0	0	0	1
Klrb1c	1	0	0	0	0	0
Lilrb4a	1	0	0	0	0	0
Mc3r	1	1	1	0	0	0
Iglon5	0	0	0	1	0	0
F3	1	1	1	0	0	0
Dlk1	0	0	0	0	1	1
Dlk2	0	1	0	0	1	1
Cartpt	0	0	0	1	0	0
Trpm5	1	0	0	0	0	0
Trpm7	1	0	0	0	0	0
Olfr982	1	0	0	0	0	0
Timp2	0	0	0	1	1	0
Spx	0	0	0	1	0	0
Cxadr	1	0	1	0	0	0
Olfr231	1	0	0	0	0	0
Olfr237	1	0	0	0	0	0
Gpr141	1	0	0	0	0	0
Gpr142	1	0	0	0	0	0
Gpr143	1	0	0	0	0	0
Tnfrsf14	1	1	1	0	0	0
Olfr239	1	0	0	0	0	0
Kcnq5	0	1	0	0	0	0
Kcnq3	0	1	1	0	0	0
Kcnq1	0	1	1	0	0	0
F8	0	0	0	1	1	1
Spn	1	0	1	0	0	0
F9	0	0	0	1	1	1
Bcan	0	0	0	1	1	0
Il1rn	0	0	0	1	1	1
Bcam	1	1	1	0	0	0
Chrna9	1	0	0	0	0	0
Efna2	1	0	0	0	1	1
C5ar2	1	1	1	0	0	0
Pparg	1	0	1	0	0	0
Ppard	1	0	0	0	0	0
C5ar1	1	1	1	0	0	0
C4a	0	0	0	1	1	0
Fasl	0	0	0	1	1	1
Ppara	1	0	0	0	0	0
Gprc5d	1	0	0	0	0	0
Gabrb2	1	0	0	0	0	0
Gabrb3	1	0	0	0	0	0
Gprc5a	1	0	0	0	0	0
Gprc5c	1	0	0	0	0	0
Gprc5b	1	0	0	0	0	0
Fam3b	0	0	0	1	0	0
Fam3c	0	0	0	1	0	0
Olfr348	1	0	0	0	0	0
Prl7c1	0	0	0	0	0	1
Echdc1	0	0	0	1	0	0
Olfr1086	1	0	0	0	0	0
Olfr569	1	0	0	0	0	0
Olfr568	1	0	0	0	0	0
Frem3	0	0	0	1	0	0
Frem2	0	0	0	0	0	0
Frem1	0	0	0	1	0	0
Pnlip	0	0	0	1	0	0
Bmper	0	0	0	1	0	0
Cd86	1	0	0	0	0	1
Il1r2	1	1	1	0	0	0
Il1r1	1	1	1	0	0	0
Lipc	0	0	0	1	1	1
Prl2b1	0	0	0	0	0	1
Lipg	0	0	0	1	0	0
Ctrl	0	0	0	1	0	0
Ctrc	0	0	0	1	0	0
Ttr	0	0	0	1	0	0
Lipk	0	0	0	1	0	0
Cckbr	1	1	1	0	0	0
Lipm	0	0	0	1	0	0
Lipn	0	0	0	1	0	0
Ahr	1	0	1	0	0	0
Lsr	1	1	1	0	0	0
Olfr691	1	0	0	0	0	0
Olfr160	1	0	0	0	0	0
Olfr167	1	0	0	0	0	0
Olfr166	1	0	0	0	0	0
Olfr165	1	0	0	0	0	0
Olfr164	1	0	0	0	0	0
Ntf3	0	0	0	1	1	1
Ntf5	0	0	0	1	1	1
Rxfp1	1	1	1	0	0	0
Rxfp3	1	1	1	0	0	0
Rxfp2	1	1	1	0	0	0
Rxfp4	1	1	1	0	0	0
Ptger1	1	0	1	0	0	0
Galr3	1	1	0	0	0	0
Galr2	1	1	1	0	0	0
Galr1	1	1	1	0	0	0
Olfr1467	1	0	0	0	0	0
Tfrc	1	1	1	0	0	0
Olfr1463	1	0	0	0	0	0
Tln1	0	0	0	0	0	1
Uggt1	0	0	0	1	0	0
Pnp	0	0	0	1	0	0
Olfr765	1	0	0	0	0	0
Olfr767	1	0	0	0	0	0
Rph3a	0	0	0	0	1	0
Wnt7b	0	0	0	1	1	1
Idua	0	0	0	1	0	0
Tnfsf13	0	0	0	1	1	1
Tnfsf12	0	0	0	1	1	1
Tnfsf11	1	0	0	1	1	1
Tnfsf10	0	0	0	1	1	1
Tnfsf15	0	0	0	1	1	1
Tnfsf14	0	0	0	1	1	1
Olfr834	1	0	0	0	0	0
Tnfsf18	0	0	0	1	1	1
H2-Aa	1	0	0	0	0	0
Npffr1	1	1	1	0	0	0
S100a9	0	0	0	1	1	1
S100a8	0	0	0	1	1	1
Prnd	0	0	0	0	1	1
Klk1b5	0	0	0	1	1	0
S100a1	0	0	0	0	0	1
F2	1	0	0	1	1	1
Timp4	0	0	0	1	0	0
Timp3	0	0	0	1	1	0
F5	0	0	0	1	0	0
Timp1	0	0	0	1	1	1
F7	0	0	0	1	1	1
Bpifa2	0	0	0	1	0	0
Bpifa3	0	0	0	1	0	0
Efna5	1	0	0	0	1	1
Bpifa1	0	0	0	1	0	0
Efna3	1	0	0	0	1	1
Icam5	1	0	0	0	1	1
Efna1	1	0	0	0	1	1
Klk1b9	0	0	0	1	1	0
Cyp2w1	0	0	0	1	0	0
Vwf	0	0	0	1	1	1
Il6ra	1	1	1	0	0	0
Nit2	0	0	0	1	0	0
Klk12	0	0	0	1	0	0
Klk13	0	0	0	1	0	0
Klk10	0	0	0	1	0	0
Klk11	0	0	0	1	0	0
Mr1	1	0	0	0	0	0
Klk14	0	0	0	1	0	0
Klk15	0	0	0	1	0	0
Pla2g7	0	0	0	1	0	0
Nfam1	1	0	0	0	0	0
Pla2g5	0	0	0	1	0	1
Pla2g3	0	0	0	1	0	0
Prl2c3	0	0	0	0	0	1
Crtam	1	0	0	0	0	0
Gpi1	0	0	0	1	1	0
Pcyox1	0	0	0	1	0	0
Hspg2	0	0	0	1	1	1
Csf1	1	0	0	1	1	1
Csf2	0	0	0	1	1	1
Emid1	0	0	0	1	0	0
Gabrr1	1	0	0	0	0	0
Gabrr2	1	0	0	0	0	0
Crtap	0	0	0	1	0	0
Sycn	0	0	0	1	0	0
Cbln4	0	0	0	1	0	0
Cbln2	0	0	0	1	0	0
Cbln3	0	0	0	1	0	0
Cbln1	0	0	0	1	0	0
Lgals3bp	1	0	0	1	1	1
Vmn1r224	1	0	0	0	0	0
Col24a1	0	0	0	1	0	0
Gpr33	1	0	0	0	0	0
Prl2c1	0	0	0	0	0	1
Gpr35	1	0	1	0	0	0
Gpr34	1	0	0	0	0	0
Ogfr	1	1	0	0	0	0
Mrap	1	0	0	0	0	0
Prap1	0	0	0	1	0	0
6030468B19Rik	0	0	0	1	0	0
F2r	1	1	0	0	0	0
Pira2	1	0	0	0	0	0
Pira1	1	0	0	0	0	0
Pira6	1	0	0	0	0	0
Mgat4a	0	0	0	1	0	0
Spock1	0	0	0	1	0	0
Spock2	0	0	0	1	0	0
Spock3	0	0	0	1	0	0
Hapln4	0	0	0	1	0	0
Rack1	0	0	1	0	0	0
Hapln1	0	0	0	1	0	0
Hapln3	0	0	0	0	0	0
Hapln2	0	0	0	1	0	0
Adora1	1	1	1	0	0	0
Slc22a17	1	0	1	0	0	0
Adora3	1	0	0	0	0	0
Tnfaip6	0	0	0	1	0	0
Csf3	0	0	0	1	1	1
Ildr1	1	0	0	0	0	0
Sst	0	0	0	1	1	1
Flrt1	0	0	0	0	0	0
Flrt3	0	0	1	0	0	0
Flrt2	0	0	1	0	0	0
Spp1	0	0	0	1	1	1
Spp2	0	0	0	1	0	0
Car10	0	0	0	1	0	0
Car11	0	0	0	1	0	0
Lamb3	0	0	0	1	1	0
Lamb2	0	0	0	1	1	0
1700013F07Rik	0	0	0	0	1	0
Cd320	1	0	0	0	0	0
Fgfrl1	1	1	1	0	0	0
Creld2	0	0	0	1	0	0
Grid2	1	0	0	0	0	0
Thbs4	0	0	0	1	0	1
Thbs2	0	0	0	1	1	1
Thbs3	0	0	0	1	0	0
Thbs1	0	0	0	1	1	1
Ly75	1	0	0	0	0	0
Wnt9b	0	0	0	1	0	1
Wnt9a	0	0	0	1	0	1
Serac1	0	0	0	0	0	0
Ifna1	0	0	0	1	1	0
Ptprr	1	0	0	0	0	0
Sigmar1	1	0	0	0	0	0
Hhipl2	0	0	0	1	1	0
Sema3a	1	0	0	1	1	1
Sema3c	1	0	0	1	1	1
Sema3b	1	0	0	0	1	1
Sema3e	1	0	0	1	1	1
Erbb4	1	1	1	0	0	0
Sema3g	1	0	0	1	1	1
Sema3f	1	0	0	1	1	1
Enpp6	0	0	0	1	0	0
Prl	0	0	0	1	1	1
Mzb1	0	0	0	1	0	0
Psapl1	0	0	0	1	0	0
Enpp2	1	0	0	0	0	0
Enpp3	1	0	0	0	0	0
Enpp1	1	0	0	0	0	0
Slc39a1	1	0	0	0	0	0
Amy2a2	0	0	0	1	0	0
Cd180	0	1	0	0	0	0
Vegfc	0	0	0	1	1	1
Ism1	0	0	0	1	0	0
Ada	0	0	0	0	0	1
Syap1	0	0	0	1	0	0
Nectin2	0	0	1	0	0	0
Dll1	1	0	0	0	1	1
Dll3	1	0	0	0	1	1
Dll4	1	0	0	0	1	1
Nectin4	0	0	1	0	0	0
Madcam1	0	0	0	0	0	1
Artn	0	0	0	1	1	1
Olfr220	1	0	0	0	0	0
Olfr221	1	0	0	0	0	0
Gpr151	1	1	1	0	0	0
Adm	0	0	0	1	1	0
Olfr224	1	0	0	0	0	0
Gpr156	1	0	0	0	0	0
Arf1	0	0	0	0	1	0
Gpr158	1	0	0	0	0	0
Try10	0	0	0	1	0	0
Arf4	0	0	0	0	0	1
Itgb3bp	0	0	0	0	1	0
Muc5b	0	0	0	1	0	0
Tub	1	0	0	0	0	0
Art1	0	1	0	0	0	0
Art5	0	0	0	1	0	0
Ghr	1	1	1	0	0	0
Mill2	1	0	0	0	0	0
Grip1	1	0	0	0	0	0
Cachd1	0	1	0	0	0	0
Reep2	1	0	0	0	0	0
Pdcd2	0	0	1	0	0	0
Pdcd1	0	0	1	0	0	0
Gpr39	1	1	0	0	0	0
Il1a	0	0	0	1	1	1
Cd40lg	1	0	0	0	1	1
Olfr592	1	0	0	0	0	0
Dnase1l2	0	0	0	1	0	0
Epha8	1	1	1	0	0	0
Fgl1	0	0	0	1	1	0
Olfr594	1	0	0	0	0	0
Fgl2	0	0	0	1	0	0
Olfr354	1	0	0	0	0	0
Olfr355	1	0	0	0	0	0
Olfr357	1	0	0	0	0	0
Olfr350	1	0	0	0	0	0
Olfr351	1	0	0	0	0	0
Dnase2b	0	0	0	1	0	0
Pdgfa	0	0	0	1	1	1
Olfr576	1	0	0	0	0	0
Olfr577	1	0	0	0	0	0
Pdgfd	0	0	0	1	1	1
Proz	0	0	0	1	0	0
Olfr1093	1	0	0	0	0	0
Eppin	0	0	0	1	0	0
Olfr578	1	0	0	0	0	0
Vtn	1	0	0	1	1	1
Dmbt1	1	0	0	0	0	0
Mmp28	0	0	0	1	0	0
Mmp25	0	0	0	1	0	0
Mmp24	0	1	0	0	0	0
Mmp27	0	0	0	1	0	0
Proc	0	0	0	1	1	1
Mmp20	0	0	0	1	0	0
Mmp23	0	0	0	0	0	0
Dchs1	0	1	1	0	0	0
Spon2	0	0	0	1	1	1
Spon1	0	0	0	0	0	1
Olfr685	1	0	0	0	0	0
Olfr683	1	0	0	0	0	0
Prl2c5	0	0	0	0	0	1
Olfr681	1	0	0	0	0	0
Ltb4r2	1	0	0	0	0	0
Ltb4r1	1	0	0	0	0	0
Crisp4	0	0	0	1	0	0
Gpr37	1	1	1	0	0	0
Crisp2	0	0	0	1	0	1
Sar1a	0	0	0	1	0	0
Kremen1	0	1	1	0	0	0
Olfr173	1	0	0	0	0	0
Gpa33	1	0	0	0	0	0
Trpc7	1	0	0	0	0	0
Plxnc1	1	1	0	0	0	0
Olfr1383	1	0	0	0	0	0
Olfr1385	1	0	0	0	0	0
Saa2	0	0	0	1	1	0
Saa1	0	0	0	1	1	0
Olfr1386	1	0	0	0	0	0
Hdc	0	0	0	0	1	0
Ccl27b	0	0	0	1	1	1
Ccl27a	0	0	0	0	0	1
Gprc6a	1	0	1	0	0	0
Col12a1	0	0	0	1	0	0
Prl8a8	0	0	0	0	0	1
Clec7a	1	0	1	0	0	0
Prlhr	1	1	1	0	0	0
Tie1	1	1	0	0	0	0
Glipr1l1	0	0	0	1	0	0
Astl	1	0	0	0	0	0
Sirpa	0	1	1	0	0	0
Impg1	0	0	0	1	0	0
Olfr822	1	0	0	0	0	0
Siglecf	1	0	0	0	0	0
Olfr821	1	0	0	0	0	0
Olfr826	1	0	0	0	0	0
Slc16a4	0	1	0	0	0	0
Slc16a7	0	0	1	0	0	0
Olfr825	1	0	0	0	0	0
Tor3a	0	0	0	1	0	0
Taar6	1	0	0	0	0	0
Mfge8	0	0	0	1	1	1
Ssc5d	1	0	0	0	0	0
Metrnl	0	0	0	1	0	0
Tspan10	0	0	1	0	0	0
Lrp1	1	1	1	0	0	0
Ccdc134	0	0	0	1	0	0
Il20ra	1	1	1	0	0	0
Tspan14	1	0	1	0	0	0
Pirb	1	0	0	0	0	0
Tspan15	1	0	1	0	0	0
Cdon	0	1	1	0	0	0
Olfr1034	1	0	0	0	0	0
Insl3	0	0	0	1	1	1
Slc1a5	1	0	0	0	0	0
Vpreb1	1	0	0	0	0	0
Slc1a3	0	0	0	0	0	0
Col18a1	0	0	0	1	1	1
Qrfpr	1	1	1	0	0	0
Tas2r144	1	0	0	0	0	0
Tnf	0	0	0	1	1	1
Tas2r140	1	0	0	0	0	0
Luzp2	0	0	0	1	0	0
Sdc1	0	1	1	0	0	0
Taok2	1	0	0	0	0	0
Apof	0	0	0	1	0	0
Ryr2	1	0	1	0	0	0
Tnc	0	0	0	1	1	1
Col20a1	0	0	0	1	0	0
Glp1r	1	1	1	0	0	0
Apod	0	0	0	1	1	0
Wnt8a	0	0	0	1	0	1
Wnt8b	0	0	0	1	0	1
Apoe	1	0	0	1	1	1
Tnfrsf8	1	1	1	0	0	0
Tnfrsf9	1	1	1	0	0	0
Bmp15	0	0	0	1	1	1
Snca	0	0	0	0	0	0
Tnfrsf4	1	1	1	0	0	0
Gpr20	1	0	0	0	0	0
Gpr21	1	0	0	0	0	0
Gpr26	1	0	0	0	0	0
Cysltr1	1	0	0	0	0	0
Gpr25	1	0	0	0	0	0
Ostn	0	0	0	1	1	1
Spaca5	0	0	0	1	0	0
Spaca7	0	0	0	1	0	0
Esr2	1	0	0	0	0	0
Esr1	1	0	0	0	0	0
C1qtnf2	0	0	0	1	0	0
C1qtnf3	0	0	0	1	0	0
C1qtnf1	0	0	0	1	1	0
Pth2r	1	1	1	0	0	0
C1qtnf4	0	0	0	1	0	0
C1qtnf5	0	0	0	1	1	1
Cntnap1	1	1	1	0	0	0
Npy2r	1	1	1	0	0	0
Cntnap2	0	1	0	0	0	0
F13a1	0	0	0	0	1	0
Mog	0	1	0	0	0	0
Gast	0	0	0	1	1	0
Gng3	0	0	0	0	0	1
Csf2rb	1	1	1	0	0	0
Csf2ra	1	1	1	0	0	0
Efemp1	1	0	0	1	1	0
Efemp2	1	0	0	1	1	0
Rarres2	0	0	0	1	1	1
Slc2a2	1	1	0	0	0	0
Rarres1	0	0	0	1	0	0
Tinag	1	0	0	0	0	0
Cd63	0	1	1	0	0	0
Sdf2l1	0	0	0	1	0	0
Mgrn1	0	1	0	0	0	0
Mfng	0	0	0	1	1	1
Hras	0	0	0	0	1	1
Egfr	1	1	1	0	0	0
Enam	0	0	0	1	0	0
Cacng8	1	0	0	0	0	0
Npc2	0	0	0	1	0	0
Htra2	0	0	0	0	0	1
Strc	0	0	0	1	0	0
Gas1	1	0	1	0	0	0
Lamc3	0	0	0	1	1	0
Cacng2	1	0	0	0	0	0
Cacng3	1	0	0	0	0	0
Cacng4	1	0	0	0	0	0
Clps	0	0	0	1	0	0
Ly86	0	0	0	1	1	0
Epor	1	1	1	0	0	0
Areg	0	0	0	1	1	1
Chia1	0	0	0	1	0	0
Cd93	1	1	1	0	0	0
Zp3r	0	0	1	0	0	0
Angptl7	0	0	0	1	0	0
Angptl6	0	0	0	1	0	0
Siae	0	0	0	1	0	0
Angptl4	0	0	0	1	1	1
Angptl3	0	0	0	1	1	1
1700066M21Rik	0	0	0	1	0	0
Angptl1	0	0	0	1	1	1
Qrfp	0	0	0	1	1	1
Angptl8	0	0	0	0	0	1
Mrc1	1	0	0	0	0	0
Mrc2	0	1	1	0	0	0
Nmu	0	0	0	1	1	1
Nms	0	0	0	1	1	1
Adgrg6	1	0	0	0	0	0
Gabrq	1	0	0	0	0	0
Gabrp	1	0	0	0	0	0
Rims1	0	0	0	0	1	0
Prl7b1	0	0	0	0	0	1
Adgrg4	1	0	0	0	0	0
Nmb	0	0	0	1	1	1
Ccer2	0	0	0	1	0	0
Ifna2	0	0	0	1	1	0
Gabrd	1	0	0	0	0	0
Kcna5	1	0	0	0	0	0
Kcna3	0	1	1	0	0	0
Adgrg2	1	0	0	0	0	0
H2-Q6	1	0	0	0	1	0
Gstp-ps	0	0	0	0	1	0
Ctbs	0	0	0	1	0	0
Ifna7	0	0	0	1	1	0
Olah	0	0	0	0	1	0
Olfr679	1	0	0	0	0	0
Ly6h	1	0	0	0	0	0
Gm13304	0	0	0	1	1	0
Gm13305	1	1	0	0	0	0
Gm13306	0	0	0	1	1	0
Crhbp	0	0	0	1	0	0
Opn5	1	0	0	0	0	0
Opn4	1	0	0	0	0	0
Opn3	1	0	0	0	0	0
Olfr275	1	0	0	0	0	0
Axl	1	1	1	0	0	0
H2-Oa	1	0	0	0	0	0
Fam131a	0	0	0	1	0	0
Ephb1	1	1	1	0	0	0
Ephb6	1	1	1	0	0	0
Olfr218	1	0	0	0	0	0
Ephb4	1	1	1	0	0	0
Serpini1	0	0	0	1	0	0
Olfr211	1	0	0	0	0	0
Stc1	0	0	0	1	0	0
Stc2	0	0	0	1	0	0
Tnxb	0	0	0	1	0	0
Igsf10	0	0	0	1	0	0
Igsf11	1	0	0	0	0	0
Reg3g	0	0	0	1	0	0
Col28a1	0	0	0	1	0	0
Lox	0	0	0	1	0	0
Cd74	1	1	1	0	0	0
Cd70	1	0	0	0	1	1
Cd72	1	1	1	0	0	0
Epyc	0	0	0	1	0	0
Atp6ap2	1	1	0	0	0	0
Tmprss13	1	0	0	0	0	0
Cd247	1	1	0	0	0	0
Tmprss15	1	0	0	0	0	0
Cgref1	0	0	0	1	0	0
Gdf15	0	0	0	1	0	1
Olfr362	1	0	0	0	0	0
Olfr365	1	0	0	0	0	0
Gdf11	0	0	0	1	1	1
Gdf10	0	0	0	1	1	1
Sfrp2	0	0	0	1	0	1
Sfrp1	0	0	0	1	1	1
Leprot	0	0	1	0	0	0
Olfr547	1	0	0	0	0	0
Sfrp5	0	0	0	1	0	0
Tslp	0	0	0	1	1	1
Nrxn3	0	0	1	0	0	0
Tff1	0	0	0	1	0	0
Tff2	0	0	0	1	0	1
Lamb1	0	0	0	1	1	1
Slit3	0	0	0	1	1	1
Slit2	0	0	0	1	1	1
Slit1	0	0	0	1	1	1
Qdpr	0	0	0	0	1	0
Plbd2	0	0	0	1	0	0
Olfr145	1	0	0	0	0	0
Olfr147	1	0	0	0	0	0
Ang	0	0	0	1	0	1
Olfr140	1	0	0	0	0	0
Sytl3	0	0	0	0	1	1
Reg4	0	0	0	1	0	0
Calcrl	1	1	1	0	0	0
Reg2	0	0	0	1	0	0
Reg1	0	0	0	1	0	0
Gpld1	0	0	0	1	0	0
Rnase2a	0	0	0	1	1	0
Tgfb1i1	0	0	0	0	0	0
Rnase2b	0	0	0	1	1	0
Rpsa	1	1	1	0	0	0
Gnb5	0	0	0	0	0	1
Plaur	1	1	1	0	0	0
Gnb1	0	0	0	0	0	1
Olfr1444	1	0	0	0	0	0
Olfr1445	1	0	0	0	0	0
Slc5a11	0	1	0	0	0	0
Esam	0	1	0	0	0	0
Apol8	0	0	0	1	0	0
Muc5ac	0	0	0	1	0	0
Cdnf	0	0	0	1	0	0
Pth2	0	0	0	1	1	1
Scgb1a1	0	0	0	1	1	1
Gzma	0	0	0	1	0	0
Lin7c	0	0	0	0	1	1
Fras1	0	0	0	0	0	0
P2ry14	1	1	0	0	0	0
Stra6	1	1	1	0	0	0
Fshb	0	0	0	1	1	1
P2ry10	1	0	0	0	0	0
Glrb	1	0	0	0	0	0
P2ry12	1	1	0	0	0	0
P2ry13	1	0	0	0	0	0
Treml2	1	0	0	0	0	0
C8a	0	0	0	1	0	0
C8b	0	0	0	1	0	0
Treml1	1	0	0	0	0	0
BC028528	0	0	0	1	0	0
C8g	0	0	0	1	0	0
Cpn2	0	0	0	1	0	0
Cpn1	0	0	0	1	0	0
Olfr452	1	0	0	0	0	0
Olfr782	1	0	0	0	0	0
Olfr781	1	0	0	0	0	0
S100b	0	0	0	1	0	1
Tgfbr3	1	1	1	0	0	0
Tgfbr2	1	1	1	0	0	0
Tgfbr1	1	1	1	0	0	0
Opn1sw	1	0	0	0	0	0
Prlr	1	1	1	0	0	0
Rnpep	0	0	0	1	0	0
Sdf4	0	0	0	1	0	0
Sdf2	0	0	0	1	0	0
Cd1d1	1	0	0	0	0	0
Olfr1046	1	0	0	0	0	0
Olfr1044	1	0	0	0	0	0
Olfr1045	1	0	0	0	0	0
Apoa1	0	0	0	1	0	1
Hcar2	1	0	0	0	0	0
Hcar1	1	0	0	0	0	0
Kcnip1	0	0	0	0	0	0
Taar8a	1	0	0	0	0	0
Vac14	1	0	0	0	0	0
Gm8909	1	0	0	0	1	0
Npr1	1	1	1	0	0	0
Npr2	1	1	1	0	0	0
Npr3	1	1	1	0	0	0
Olfr967	1	0	0	0	0	0
P4hb	0	0	0	1	1	0
Htr1d	1	1	0	0	0	0
Adamts1	0	0	0	0	0	0
Itgb1	1	1	1	0	0	0
Ccl11	0	0	0	1	1	1
Ccl12	0	0	0	1	1	1
Itgb2	1	1	1	0	0	0
Itgb5	1	1	1	0	0	0
Itgb4	1	1	1	0	0	0
Pigf	0	0	0	0	1	0
Ccl17	0	0	0	1	1	1
Arl8b	0	0	0	1	0	0
Fas	1	1	1	0	0	0
Mpl	1	1	1	0	0	0
